name_ima,Expected,Catalog_predict,WildClip_predict,BioCLIP_predict
0_0_59910459-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_599104f5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59910645-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_5992905e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59941e48-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,empty
0_0_59941fba-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,skunk
0_0_5995ad8e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5995adeb-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59973cbe-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59973e1c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5998cd02-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,skunk
0_0_5998cf0b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_599a5942-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_599a595d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_599a5994-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_599a5a5f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_599a5a8d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_599a5b05-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_599a5b63-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_599a5ce5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_599be8f2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_599be987-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,skunk
0_0_599fbfa0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59a179ce-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59a17a35-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59a17b19-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59a17b30-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,skunk
0_0_59a17d16-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59a30bf5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59a30d58-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59a49d65-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59a629c2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59a629dd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59a7bd58-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59a7bdb8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59a7bf23-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59a94cee-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59a94e96-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59a94eaf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_0_59aadad3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,fox
0_0_59aadb37-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,dog
0_0_59ac6990-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59ac6be3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59ac6ce2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_59adfc72-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59adfd94-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,skunk
0_0_59adfde3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59adfe88-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59adfe9c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59af98a2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,rabbit
0_0_59af98c5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_59b1317e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59b482f7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59b4833a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_59b48385-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59b485d4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_59b616e7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59b7a7ec-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_59b7a814-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_59b7a8b9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_59b937bc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59b93a92-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59bac784-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59bca439-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59bca4c9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_59bca569-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59be400d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_0_59be410e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59bfdcae-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,fox
0_0_59bfdcda-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_59bfdd5d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_0_59c177db-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59c17979-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_59c31a0f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59c31a5a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59c31a7e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,dog
0_0_59c31b33-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_59c4c16c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59c669f2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59c66c01-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59c80302-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59c804f3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59c80628-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_0_59c99e39-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,fox
0_0_59c99ebc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,empty
0_0_59c99eed-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59cb38d9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59cb39e3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59ccd11a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_0_59ccd16a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_59ccd1dc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,bird
0_0_59cf4663-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59d0e2d5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59d0e449-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_59d27ae9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59d27d1e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59d41920-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,car,skunk
0_0_59d41a18-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59d75279-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59d75296-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59d752d8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59da8b77-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,dog
0_0_59dc26d2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59dc2709-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_59df5b78-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59df5be6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,skunk
0_0_59df5e88-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59e1021e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,fox
0_0_59e10517-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59e2a454-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,fox
0_0_59e2a468-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_59e43e61-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_59e440c0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_59e4414f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59e91a51-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_59e91a57-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_59eab7c0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59ec52e6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,bird
0_0_59ec5377-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59ec5436-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59ec546d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,skunk
0_0_59ec5566-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59edf02c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59edf192-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59edf1f9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_59ef8b6b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59f12846-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,rabbit
0_0_59f129ef-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,rabbit
0_0_59f2c2b2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59f2c457-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_59f4613c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,fox
0_0_59f5fed4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59f79a05-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,badger
0_0_59f79a2c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_59f79a5e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_59f79ae1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59f94581-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_59f9471f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,fox
0_0_59f94758-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_59f94789-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_59fae472-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_59fae68d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_59fae6b4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59fc7cba-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_59fc7f3b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59fe21b8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59fe22e7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_59ffba9f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59ffbb3b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_59ffbc36-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5a015c5f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_5a015d1a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5a015d54-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_5a02f954-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5a02fcb6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a0493a0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a049579-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_5a062ed6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_5a07cc04-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bird,skunk
0_0_5a07cc48-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5a07cd87-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_5a09690f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5a096986-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a09699e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,raccoon
0_0_5a0b02bc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a0c9c22-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_5a0c9c46-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5a0c9d2a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5a0c9e0c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a0e356f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a0e36c4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_0_5a0fcf1a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,dog
0_0_5a0fd0ab-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5a116b69-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_5a130adc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_5a163ee9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,dog
0_0_5a1640bd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a1641a8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a164208-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5a16423e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_5a17dfa8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_5a17dfd6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a19797b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5a197bd6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_5a197c67-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,dog
0_0_5a1b1633-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5a1cb22a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a1e5088-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a1e5189-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,fox
0_0_5a21763e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5a217819-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_5a231179-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a2311d0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_5a24a885-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,skunk
0_0_5a24a949-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a263ac3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_5a27d9d3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_5a29635a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,badger
0_0_5a2966ba-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_5a2af360-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,fox
0_0_5a2af435-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,dog
0_0_5a2e1242-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_5a2e12df-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_1_586291e0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_1_58693413-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_1_5888bc4b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_1_598ace81-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_1_59e91aab-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,cat,skunk
0_0_588c154d-23d2-11e8-a6a3-ec086b02610b,rabbit,rabbit,rodent,fox
0_0_5986239b-23d2-11e8-a6a3-ec086b02610b,rabbit,rabbit,coyote,fox
0_0_5995ae37-23d2-11e8-a6a3-ec086b02610b,rabbit,rabbit,rodent,fox
0_0_5a17dff4-23d2-11e8-a6a3-ec086b02610b,rabbit,rabbit,bird,fox
0_0_5858bf5d-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_5858c083-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_5858c1fe-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5858c2b8-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_585a6258-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,badger
0_0_585a63c9-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rabbit,fox
0_0_585a656d-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_585c038b-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,skunk
0_0_585c0417-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,skunk
0_0_585c0430-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_585da8eb-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,skunk
0_0_585da9b0-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_585dab47-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_585dabfa-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rabbit,skunk
0_0_585f4cf5-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,badger
0_0_585f4f94-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,badger
0_0_5860ed27-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5860ed8e-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5860eed4-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5860eed9-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,fox
0_0_5860ef43-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_58629254-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_5862939b-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,badger
0_0_58629404-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_58629491-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,skunk,fox
0_0_586436d6-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_58643719-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5864381d-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_58643879-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,dog
0_0_5865e237-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_5865e306-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,badger
0_0_5865e46c-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5865e56c-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_58678cb3-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rabbit,fox
0_0_58678d5d-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rabbit,fox
0_0_58678e7f-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_58693463-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,badger
0_0_586934c4-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_586934c7-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_5869353f-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_5869367e-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_586936d4-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_586adecf-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,empty
0_0_586adfef-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_586ae029-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,fox
0_0_586c8685-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,skunk
0_0_586c8782-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,opossum,badger
0_0_586c87b5-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_586c88df-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_586c88e1-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rabbit,fox
0_0_586c894a-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,skunk
0_0_586e30b5-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,fox
0_0_586fdb8e-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,badger
0_0_586fdba2-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,fox
0_0_586fdd3a-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,empty,fox
0_0_58718360-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_58718460-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5871846b-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_587185ea-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5871865b-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,skunk
0_0_58732c6f-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_58732df3-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,badger,skunk
0_0_5874d455-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,badger
0_0_5874d52c-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_5874d738-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,empty,fox
0_0_58767f8b-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,empty,fox
0_0_58767fbe-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,fox
0_0_587681f9-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rabbit,fox
0_0_58768255-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_58782938-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,badger
0_0_5879d2ae-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,opossum
0_0_5879d30e-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,empty,fox
0_0_5879d446-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_587b7d9e-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,opossum,fox
0_0_587b7df4-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,fox
0_0_587b7f18-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,badger
0_0_587b7f19-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_587d40d2-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,empty
0_0_587d414f-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,badger
0_0_587d4230-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rabbit,fox
0_0_587d4261-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,rabbit
0_0_587eeb9c-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,rodent,fox
0_0_587eec1a-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
0_0_587eed3d-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,coyote,fox
0_0_588093a7-23d2-11e8-a6a3-ec086b02610b,raccoon,raccoon,bobcat,fox
